County,Stabr,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,Ethnicities.White Alone	 not Hispanic or Latino
Lewis County,WV,0.3,0.6,0.7,1.2,0.0,1.3,97.1,96.1
Lewis and Clark County,MT,2.3,0.7,0.5,3.4,0.1,2.7,93.8,91.0
Lexington County,SC,0.5,2.2,15.7,6.3,0.1,2.0,79.5,74.2
Lexington City,VA,0.0,3.5,8.8,6.1,0.0,2.8,83.7,79.1
Liberty County,FL,1.2,0.5,19.7,7.0,0.0,1.7,76.8,71.0
Liberty County,GA,0.8,2.1,45.0,12.7,0.6,4.7,46.9,37.7
Liberty County,MT,0.9,0.2,0.5,0.8,0.0,2.0,96.4,95.6
Liberty County,TX,1.2,0.7,9.7,28.6,0.1,1.7,86.5,60.1
Licking County,OH,0.3,2.3,4.2,2.1,0.1,2.4,90.8,89.1
Limestone County,AL,0.8,1.7,13.9,6.2,0.2,2.4,81.0,75.8
Limestone County,TX,1.2,0.8,17.5,22.6,0.1,1.8,78.6,58.1
Lincoln County,AR,0.6,0.4,30.0,4.2,0.0,1.5,67.6,64.1
Lincoln County,CO,1.4,1.0,5.5,14.8,0.1,1.9,90.1,77.0
Lincoln County,GA,0.6,0.5,28.9,2.1,0.1,1.7,68.3,66.7
Lincoln County,ID,1.9,0.7,0.5,31.4,0.2,2.4,94.3,64.9
Lincoln County,KS,0.9,0.4,0.7,3.7,-1.0,1.3,96.7,93.4
Lincoln County,KY,0.3,0.3,2.2,1.7,0.0,1.5,95.7,94.3
Lincoln County,ME,0.4,0.8,0.6,1.3,0.0,1.4,96.8,95.7
Lincoln County,MN,0.5,0.5,0.3,2.3,0.1,1.2,97.4,95.5
Lincoln County,MO,0.4,0.5,2.0,2.6,0.1,1.9,95.1,92.9
Lincoln County,MS,0.2,0.4,30.3,1.3,0.0,1.1,67.9,66.9
Lincoln County,MT,1.3,0.4,0.4,3.3,0.1,2.8,94.8,92.3
Lincoln County,NC,0.5,0.8,5.8,7.5,0.1,1.6,91.3,84.6
Lincoln County,NE,1.1,0.9,1.3,9.1,0.1,1.6,95.1,87.2
Lincoln County,NM,4.4,0.6,1.1,34.4,0.1,1.8,91.9,60.3
Lincoln County,NV,1.9,0.7,3.3,7.8,0.4,2.5,91.3,84.5
Lincoln County,OK,7.3,0.4,2.0,3.6,0.1,5.7,84.5,81.9
Lincoln County,OR,4.0,1.4,0.9,9.5,0.2,3.9,89.6,82.0
Lincoln County,SD,0.7,1.5,1.8,2.4,0.1,1.8,94.2,92.2
Lincoln County,TN,0.8,0.5,7.0,3.8,0.2,2.1,89.3,86.3
Lincoln County,WA,2.0,0.5,0.6,3.6,0.1,2.8,93.8,90.8
Lincoln County,WI,0.6,0.6,0.9,1.7,0.0,1.3,96.6,95.2
Lincoln County,WV,0.1,0.2,0.4,0.7,0.0,1.1,98.2,97.5
Lincoln County,WY,1.1,0.6,0.6,4.6,0.1,1.6,96.2,92.3
Lincoln Parish,LA,0.5,1.6,40.7,3.1,0.1,1.3,55.9,53.6
Linn County,IA,0.3,2.6,6.1,3.4,0.2,2.7,88.1,85.2
Linn County,KS,0.8,0.4,0.9,2.9,0.1,2.3,95.6,93.0
Linn County,MO,0.4,0.3,0.9,2.8,0.1,1.7,96.6,94.2
Linn County,OR,1.7,1.3,0.8,9.5,0.2,3.6,92.5,84.3
Lipscomb County,TX,2.2,0.8,2.1,34.5,0.2,2.9,91.9,60.7
Litchfield County,CT,0.3,2.2,2.4,7.1,0.1,1.7,93.3,87.4
Little River County,AR,1.7,0.5,19.9,3.7,0.1,2.5,75.5,72.6
Live Oak County,TX,1.2,0.8,4.8,40.8,0.1,1.1,92.0,52.9
Livingston County,IL,0.3,0.9,4.3,4.8,0.0,1.6,92.9,88.8
Livingston County,KY,0.5,0.4,0.6,2.5,0.1,1.7,96.6,94.6
Livingston County,MI,0.5,1.0,0.7,2.6,0.1,1.4,96.4,94.1
Livingston County,MO,0.5,0.8,3.7,2.0,0.0,1.6,93.4,91.8
Livingston County,NY,0.5,1.4,3.0,3.9,0.1,1.7,93.5,90.5
Livingston Parish,LA,0.5,0.7,7.1,4.1,0.1,1.3,90.3,86.8
Llano County,TX,0.9,0.6,1.2,10.8,0.0,1.4,95.9,86.0
Logan County,AR,1.2,2.3,1.5,3.0,0.0,1.9,93.2,90.6
Logan County,CO,1.8,1.0,4.5,17.2,0.1,1.5,91.1,75.6
Logan County,IL,0.4,0.8,8.5,3.5,0.0,1.6,88.7,85.9
Logan County,KS,0.6,0.9,0.8,6.9,-1.0,1.8,95.9,89.7
Logan County,KY,0.5,0.3,6.3,3.0,0.0,2.1,90.7,88.4
Logan County,ND,0.8,0.4,0.4,2.6,-1.0,1.7,96.6,94.6
Logan County,NE,0.9,0.4,0.1,3.7,-1.0,1.3,97.2,93.4
Logan County,OH,0.3,0.7,1.8,2.1,0.0,2.3,94.7,93.0
Logan County,OK,3.7,0.7,8.1,6.7,0.1,4.6,82.8,77.4
Logan County,WV,0.1,0.3,1.8,1.0,0.0,1.0,96.8,95.9
Long County,GA,0.9,1.3,27.5,11.0,0.4,4.2,65.6,57.2
Lonoke County,AR,0.7,0.9,6.3,4.6,0.1,2.1,89.8,85.8
Lorain County,OH,0.4,1.4,9.0,10.4,0.1,3.1,86.2,77.7
Los Alamos County,NM,1.4,6.6,1.4,18.5,0.1,2.6,87.9,71.2
Los Angeles County,CA,1.4,15.4,9.0,48.6,0.4,3.1,70.7,26.1
Loudon County,TN,0.6,0.9,1.6,9.2,0.2,1.3,95.4,87.1
Loudoun County,VA,0.5,20.3,8.1,13.9,0.1,3.9,67.0,54.8
Louisa County,IA,0.5,3.5,1.1,16.1,0.1,1.4,93.4,78.4
Louisa County,VA,0.6,0.6,15.6,3.3,0.1,2.3,80.8,78.1
Loup County,NE,0.3,0.2,0.8,3.9,-1.0,-1.0,98.8,95.0
Love County,OK,7.6,0.7,2.8,16.2,0.0,5.2,83.7,70.0
Loving County,TX,0.6,1.2,3.6,13.6,-1.0,-1.0,94.7,81.1
Lowndes County,AL,0.3,0.5,72.4,1.9,0.0,0.7,26.0,25.1
Lowndes County,GA,0.5,2.2,37.4,6.0,0.2,2.3,57.6,53.0
Lowndes County,MS,0.3,1.0,44.8,2.1,0.1,1.1,52.8,51.2
Lubbock County,TX,1.2,2.4,7.9,36.3,0.1,1.9,86.5,52.7
Lucas County,IA,0.4,0.4,0.6,2.4,0.0,1.0,97.6,95.7
Lucas County,OH,0.4,1.7,20.3,7.4,0.1,3.3,74.2,68.2
Luce County,MI,5.6,0.2,12.0,1.7,0.1,3.7,78.4,77.2
Lumpkin County,GA,0.8,0.8,1.7,5.1,0.1,1.9,94.7,90.2
Luna County,NM,2.5,1.1,1.9,67.9,0.2,1.8,92.6,28.5
Lunenburg County,VA,0.5,0.3,33.9,5.4,0.2,2.2,62.9,58.9
Luzerne County,PA,0.7,1.4,6.6,13.8,0.1,2.0,89.3,79.3
Lycoming County,PA,0.3,0.7,4.8,2.2,0.0,2.2,92.0,90.3
Lyman County,SD,40.4,0.4,0.6,2.6,0.1,3.3,55.3,54.7
Lynchburg City,VA,0.3,2.4,28.6,4.2,0.0,2.5,65.0,62.3
Lynn County,TX,1.9,0.4,2.6,46.8,0.0,1.9,93.3,49.9
Lyon County,IA,0.5,0.4,0.4,2.8,0.2,1.2,97.3,95.1
Lyon County,KS,1.4,2.7,2.5,21.8,0.1,3.0,90.2,70.5
Lyon County,KY,0.4,0.5,5.8,2.2,0.0,1.4,91.8,89.8
Lyon County,MN,0.8,4.7,3.4,7.2,0.1,1.5,89.6,83.3
Lyon County,NV,3.4,1.6,1.4,18.1,0.3,3.9,89.4,73.8
Mackinac County,MI,16.5,0.9,3.5,2.0,0.0,5.1,74.0,72.6
Macomb County,MI,0.3,4.3,12.6,2.8,0.0,2.5,80.3,78.0
Macon County,AL,0.3,0.6,80.4,1.9,0.0,1.4,17.3,16.5
Macon County,GA,0.6,1.4,60.7,4.5,0.1,1.2,35.9,32.8
Macon County,IL,0.3,1.2,17.8,2.4,0.1,3.1,77.7,75.8
Macon County,MO,0.4,0.6,2.5,1.8,0.1,1.9,94.6,93.1
Macon County,NC,0.9,1.0,1.7,7.4,0.1,1.2,95.1,88.6
Macon County,TN,0.7,0.8,1.2,5.1,0.1,1.4,95.8,91.7
Macoupin County,IL,0.4,0.4,1.0,1.3,0.0,1.1,97.1,96.0
Madera County,CA,4.4,2.6,4.2,58.8,0.3,2.6,85.9,33.2
Madison County,AL,0.8,2.7,24.9,5.2,0.1,2.7,68.9,64.5
Madison County,AR,1.7,0.8,0.9,5.9,0.6,1.9,94.1,89.3
Madison County,FL,0.7,0.5,37.8,5.7,0.0,1.5,59.4,54.6
Madison County,GA,0.4,2.2,9.6,6.1,0.0,1.8,86.0,80.7
Madison County,IA,0.4,0.9,0.6,2.2,0.0,1.2,96.8,94.9
Madison County,ID,0.5,1.5,0.8,7.8,0.3,1.9,95.1,88.2
Madison County,IL,0.3,1.0,8.8,3.4,0.1,2.1,87.6,84.6
Madison County,IN,0.4,0.6,8.6,4.4,0.1,2.0,88.3,84.6
Madison County,KY,0.3,1.1,4.6,2.7,0.1,2.2,91.7,89.5
Madison County,MO,0.5,1.1,0.6,2.3,0.0,1.4,96.4,94.6
Madison County,MS,0.3,2.8,38.3,3.1,0.1,1.1,57.5,55.1
Madison County,MT,0.7,0.6,0.4,4.4,0.0,1.9,96.4,92.5
Madison County,NC,0.5,0.5,1.5,2.4,0.0,1.4,96.1,93.9
Madison County,NE,2.0,1.8,1.7,15.8,0.1,1.7,92.6,78.7
Madison County,NY,0.7,1.0,2.0,2.3,0.0,1.6,94.6,92.9
Madison County,OH,0.4,1.4,6.5,2.3,0.0,1.7,90.0,88.1
Madison County,TN,0.4,1.2,37.7,4.1,0.0,1.7,58.9,55.6
Madison County,TX,1.2,0.8,20.1,24.2,0.1,1.8,76.1,54.1
Madison County,VA,0.3,0.6,9.3,3.2,0.0,2.9,86.9,84.3
Madison Parish,LA,0.3,0.3,62.6,2.2,-1.0,1.2,35.5,33.9
Magoffin County,KY,0.3,0.2,0.2,1.2,-1.0,0.8,98.4,97.4
Mahaska County,IA,0.5,1.7,1.8,2.4,0.0,1.2,94.7,92.7
Mahnomen County,MN,43.7,0.1,0.7,4.3,0.0,9.4,46.2,44.9
Mahoning County,OH,0.3,0.9,16.1,6.5,0.1,2.4,80.3,75.5
Major County,OK,3.1,0.8,1.0,10.1,0.1,2.9,92.1,84.0
Malheur County,OR,2.0,1.5,1.7,34.6,0.2,2.6,91.9,60.1
Manassas Park City,VA,0.1,11.1,15.3,39.7,0.0,3.9,62.3,33.1
Manassas City,VA,0.8,5.2,13.6,36.6,0.2,5.2,66.1,40.8
Manatee County,FL,0.5,2.3,9.3,16.9,0.1,1.9,86.0,70.6
Manistee County,MI,2.3,0.4,3.4,3.5,0.1,2.3,91.6,88.6
Manitowoc County,WI,0.8,2.9,1.2,4.4,0.1,1.5,93.6,89.8
Marathon County,WI,0.6,6.1,0.9,3.0,0.1,1.6,90.8,88.2
Marengo County,AL,0.3,0.3,51.6,2.8,0.2,1.0,46.6,44.4
Maricopa County,AZ,2.8,4.6,6.4,31.4,0.3,3.1,82.8,54.5
Maries County,MO,0.8,0.4,0.7,1.5,0.0,1.7,96.3,95.0
Marin County,CA,1.0,6.6,2.8,16.3,0.3,4.0,85.3,71.1
Marinette County,WI,0.8,0.5,0.7,2.0,0.0,1.4,96.6,95.0
Marion County,AL,0.4,0.3,3.9,2.7,0.1,1.3,94.0,91.7
Marion County,AR,1.1,0.6,0.6,2.4,0.1,2.1,95.5,93.6
Marion County,FL,0.5,1.7,13.5,14.1,0.1,2.0,82.1,69.6
Marion County,GA,1.1,0.9,30.9,7.7,0.7,1.9,64.4,59.1
Marion County,IA,0.2,1.4,0.9,2.0,0.0,1.3,96.1,94.4
Marion County,IL,0.4,0.6,4.3,2.1,0.0,2.0,92.7,90.9
Marion County,IN,0.4,3.8,29.1,10.9,0.1,3.0,63.5,54.1
Marion County,KS,0.8,0.5,1.1,4.1,0.1,2.1,95.4,92.0
Marion County,KY,0.2,0.8,7.0,2.7,0.0,1.9,90.1,87.7
Marion County,MO,0.3,0.7,5.0,1.9,0.1,2.5,91.5,90.0
Marion County,MS,0.3,0.4,31.6,1.8,0.1,1.2,66.5,65.1
Marion County,OH,0.3,0.6,6.5,2.8,0.1,2.1,90.4,88.1
Marion County,OR,2.6,2.5,1.6,27.2,1.0,3.7,88.6,64.7
Marion County,SC,0.7,0.7,56.8,2.9,0.0,1.4,40.3,38.4
Marion County,TN,0.5,0.7,4.1,2.0,0.0,1.6,93.1,91.4
Marion County,TX,1.3,0.9,20.9,4.5,0.0,2.4,74.5,71.0
Marion County,WV,0.3,0.6,3.3,1.4,0.0,1.8,94.0,92.9
Mariposa County,CA,3.5,1.6,1.3,12.1,0.2,4.0,89.3,79.3
Marlboro County,SC,5.0,0.4,51.1,3.4,0.0,2.2,41.1,38.8
Marquette County,MI,2.0,0.9,1.7,1.6,0.0,2.2,93.2,91.9
Marquette County,WI,0.9,0.7,0.7,3.7,0.0,1.4,96.3,93.1
Marshall County,AL,1.1,0.7,3.2,14.7,0.3,1.9,92.8,79.8
Marshall County,IA,0.8,3.8,2.3,23.0,0.2,1.8,91.1,69.6
Marshall County,IL,0.4,0.5,0.7,3.0,0.0,1.4,96.9,94.5
Marshall County,IN,0.4,0.7,0.8,10.7,0.1,1.6,96.5,86.6
Marshall County,KS,0.7,0.5,0.6,2.7,0.1,1.7,96.5,94.3
Marshall County,KY,0.3,0.4,0.5,1.9,0.0,1.1,97.7,96.0
Marshall County,MN,0.9,0.4,0.5,4.7,0.1,1.2,97.0,93.0
Marshall County,MS,0.4,0.3,47.1,4.0,0.1,1.1,51.1,47.9
Marshall County,OK,11.1,0.4,2.1,18.2,0.1,6.2,80.2,64.6
Marshall County,SD,9.5,0.2,0.7,8.0,-1.0,1.8,87.8,83.1
Marshall County,TN,0.5,0.7,6.5,5.7,0.1,1.9,90.3,85.3
Marshall County,WV,0.3,0.4,0.8,1.0,0.0,1.1,97.4,96.6
Martin County,FL,1.0,1.5,5.7,14.2,0.2,1.6,90.1,77.7
Martin County,IN,0.4,0.5,0.4,1.2,0.0,1.1,97.7,96.8
Martin County,KY,0.4,0.2,7.0,3.5,0.0,0.9,91.4,88.1
Martin County,MN,0.6,0.7,0.9,5.0,0.1,1.1,96.6,92.3
Martin County,NC,0.6,0.5,42.1,4.1,0.2,1.3,55.3,52.3
Martin County,TX,1.6,0.5,3.0,47.6,0.1,1.2,93.5,48.8
Martinsville City,VA,0.4,1.0,45.4,5.7,0.1,4.0,48.0,44.0
Mason County,IL,0.4,0.5,0.7,1.2,0.0,1.2,97.3,96.2
Mason County,KY,0.4,0.9,6.3,2.1,0.0,2.4,89.9,88.3
Mason County,MI,1.1,0.7,0.9,4.6,-1.0,1.9,95.4,91.3
Mason County,TX,0.7,0.3,0.9,25.4,0.3,1.1,96.7,72.7
Mason County,WA,4.8,1.3,1.5,10.6,0.4,4.4,87.5,79.8
Mason County,WV,0.2,0.3,0.9,0.8,0.1,1.3,97.3,96.6
Massac County,IL,0.6,0.6,6.1,3.2,0.0,2.4,90.4,87.7
Matagorda County,TX,1.4,1.9,11.3,43.3,0.1,1.7,83.6,43.3
Matanuska-Susitna Borough,AK,6.9,1.7,1.3,5.2,0.4,7.0,82.5,78.6
Mathews County,VA,0.3,0.9,8.5,2.7,0.1,2.1,88.1,85.7
Maui County,HI,0.6,29.0,0.8,11.6,10.6,24.2,34.9,30.1
Maury County,TN,0.5,1.0,12.0,6.2,0.1,2.4,84.1,78.7
Maverick County,TX,1.8,0.7,0.7,95.1,0.0,0.6,96.2,2.7
Mayes County,OK,22.4,0.4,0.7,3.8,0.1,9.6,66.8,64.3
McClain County,OK,7.1,0.5,1.0,8.3,0.1,5.5,85.7,78.6
McCone County,MT,1.4,0.4,0.7,1.8,-1.0,2.2,95.4,93.9
McCook County,SD,1.5,0.2,0.7,4.3,0.1,1.3,96.2,92.9
McCormick County,SC,0.1,0.6,44.5,1.4,0.1,1.0,53.6,52.6
McCracken County,KY,0.4,1.0,11.0,2.7,0.1,2.4,85.2,83.0
McCreary County,KY,0.8,0.4,5.9,2.7,0.1,1.6,91.3,89.2
McCulloch County,TX,1.2,0.8,2.9,33.0,0.1,2.0,93.0,62.6
McCurtain County,OK,17.1,1.0,8.1,6.2,1.4,7.3,65.1,61.3
McDonald County,MO,3.2,1.6,2.0,11.4,2.8,3.8,86.6,76.8
McDonough County,IL,0.4,2.5,5.5,2.9,0.0,1.7,89.9,87.6
McDowell County,NC,0.8,1.1,4.2,6.4,0.1,1.5,92.3,87.2
McDowell County,WV,0.2,0.2,8.2,1.4,-1.0,1.4,90.0,88.7
McDuffie County,GA,0.4,0.5,41.5,3.4,0.1,1.8,55.6,53.1
McHenry County,IL,0.5,3.0,1.8,13.9,0.1,1.7,93.0,80.1
McHenry County,ND,1.0,0.3,0.4,2.0,-1.0,1.1,97.2,95.5
McIntosh County,GA,0.6,0.5,33.5,2.3,0.1,1.7,63.6,62.2
McIntosh County,ND,0.8,1.0,0.8,2.6,-1.0,0.9,96.6,94.1
McIntosh County,OK,18.8,0.5,3.0,2.9,0.1,8.1,69.5,67.7
McKean County,PA,0.3,0.6,2.5,2.2,0.0,1.3,95.3,93.4
McKenzie County,ND,9.1,1.0,2.1,9.7,0.2,3.4,84.2,76.2
McKinley County,NM,79.6,1.1,0.7,14.2,0.1,2.3,16.3,8.3
McLean County,IL,0.3,5.1,8.4,5.2,0.1,2.4,83.7,79.2
McLean County,KY,0.4,0.3,0.9,1.8,0.0,1.3,97.1,95.6
McLean County,ND,7.6,0.3,0.5,2.6,0.1,2.0,89.6,88.3
McLennan County,TX,1.1,1.8,14.8,27.0,0.1,2.2,80.0,55.4
McLeod County,MN,0.5,0.8,0.8,6.6,0.1,1.2,96.6,90.5
McMinn County,TN,0.5,0.8,3.9,4.5,0.0,2.2,92.5,88.7
McMullen County,TX,0.5,0.7,2.4,42.1,-1.0,2.8,93.5,53.8
McNairy County,TN,0.4,0.4,6.1,2.3,0.0,1.7,91.4,89.6
McPherson County,KS,0.6,0.9,1.3,4.5,0.1,1.9,95.1,91.2
McPherson County,NE,-1.0,-1.0,0.4,1.4,-1.0,1.2,98.4,97.0
McPherson County,SD,0.3,0.4,0.7,1.6,0.1,1.3,97.2,96.0
Meade County,KS,1.3,0.9,1.1,18.9,-1.0,1.5,95.3,77.2
Meade County,KY,0.7,0.8,4.0,3.9,0.2,2.2,92.2,89.0
Meade County,SD,3.2,1.0,2.0,4.4,0.1,3.2,90.5,87.2
Meagher County,MT,0.7,0.4,0.5,1.8,-1.0,1.5,96.8,95.3
Mecklenburg County,NC,0.8,6.3,33.0,13.8,0.1,2.5,57.3,46.1
Mecklenburg County,VA,0.4,0.8,34.6,3.1,0.1,1.9,62.2,60.0
Mecosta County,MI,0.8,0.9,2.9,2.4,0.0,2.4,92.9,91.1
Medina County,OH,0.2,1.3,1.5,2.3,0.0,1.4,95.6,93.6
Medina County,TX,1.0,0.9,3.1,52.6,0.2,1.5,93.3,42.7
Meeker County,MN,0.4,0.4,0.8,4.3,0.1,1.0,97.3,93.5
Meigs County,OH,0.3,0.2,1.0,0.7,0.0,1.3,97.1,96.5
Meigs County,TN,1.0,0.3,1.6,2.3,0.0,1.5,95.5,93.8
Mellette County,SD,55.2,0.2,0.5,3.5,-1.0,6.3,37.8,36.6
Menard County,IL,0.3,0.4,0.9,1.6,0.0,1.5,96.9,95.5
Menard County,TX,1.7,0.2,1.7,37.0,-1.0,1.3,95.1,59.9
Mendocino County,CA,6.3,2.3,1.1,25.8,0.3,3.9,86.1,64.3
Menifee County,KY,0.2,0.2,2.8,1.2,0.0,1.3,95.4,94.5
Menominee County,MI,3.1,0.5,0.7,2.0,0.0,1.8,94.0,92.5
Menominee County,WI,82.0,1.7,1.0,6.7,-1.0,3.0,12.3,11.6
Merced County,CA,2.5,7.8,3.9,61.0,0.4,3.2,82.2,26.5
Mercer County,IL,0.3,0.5,0.7,2.6,0.0,1.2,97.3,94.9
Mercer County,KY,0.3,0.7,3.7,3.1,0.1,2.0,93.3,90.7
Mercer County,MO,0.6,0.8,0.4,2.7,0.0,1.4,96.7,94.3
Mercer County,ND,2.9,0.5,0.7,3.0,0.1,1.7,94.2,92.2
Mercer County,NJ,0.6,11.9,21.5,18.5,0.2,2.5,63.3,48.2
Mercer County,OH,0.4,0.6,0.5,2.0,0.9,1.2,96.5,94.8
Mercer County,PA,0.2,0.7,5.9,1.6,0.0,1.9,91.3,90.0
Mercer County,WV,0.3,0.6,6.0,1.2,0.0,1.9,91.2,90.3
Meriwether County,GA,0.5,0.6,38.5,2.5,0.0,1.8,58.5,56.7
Merrick County,NE,0.8,1.0,0.5,5.0,0.1,1.2,96.4,92.0
Merrimack County,NH,0.3,2.2,1.8,2.3,0.0,1.7,94.0,92.1
Mesa County,CO,1.5,1.0,0.9,14.8,0.1,2.4,93.9,81.1
Metcalfe County,KY,0.3,0.3,1.8,2.1,0.0,1.1,96.6,94.7
Miami County,IN,1.0,0.5,5.1,3.5,0.0,2.2,91.2,88.3
Miami County,KS,0.8,0.6,1.5,3.4,0.0,1.9,95.1,92.2
Miami County,OH,0.3,1.7,2.4,1.9,0.0,2.1,93.4,91.8
Miami-Dade County,FL,0.3,1.6,17.7,69.4,0.0,1.3,79.0,12.9
Middlesex County,CT,0.3,3.3,5.6,6.6,0.1,2.1,88.7,83.3
Middlesex County,MA,0.3,13.1,5.9,8.3,0.1,2.5,78.2,71.2
Middlesex County,NJ,0.7,24.9,12.0,22.1,0.1,2.3,60.1,41.7
Middlesex County,VA,0.5,0.5,16.6,2.9,0.1,2.2,80.1,77.7
Midland County,MI,0.6,2.4,1.5,2.9,0.1,1.8,93.8,91.2
Midland County,TX,1.2,2.3,6.9,46.0,0.1,1.7,87.8,44.0
Mifflin County,PA,0.2,0.7,0.9,1.7,0.0,1.2,97.0,95.7
Milam County,TX,1.3,1.0,9.5,26.8,0.1,1.7,86.4,62.0
Millard County,UT,2.1,1.6,0.6,12.9,0.2,1.8,93.8,82.8
Mille Lacs County,MN,6.4,0.7,0.7,2.6,0.0,1.9,90.3,88.6
Miller County,AR,0.9,0.5,25.4,3.6,0.1,2.0,71.1,68.3
Miller County,GA,0.5,0.6,28.3,2.9,0.0,1.6,68.9,67.0
Miller County,MO,0.6,0.4,0.8,2.1,0.2,1.7,96.3,94.5
Mills County,IA,0.7,0.4,0.7,3.5,0.1,1.2,96.9,93.8
Mills County,TX,1.0,0.4,1.2,18.3,0.0,1.3,96.1,79.2
Milwaukee County,WI,1.0,4.7,27.2,15.6,0.0,2.8,64.2,50.6
Miner County,SD,0.8,0.5,0.8,3.2,-1.0,1.5,96.4,93.8
Mineral County,CO,1.0,0.5,0.3,6.2,-1.0,1.2,97.0,91.2
Mineral County,MT,2.0,0.7,0.5,3.1,-1.0,2.7,94.0,91.5
Mineral County,NV,18.2,3.4,4.8,13.2,0.2,4.8,68.6,60.9
Mineral County,WV,0.2,0.6,3.0,1.0,0.0,1.6,94.6,93.7
Mingo County,WV,0.1,0.3,2.0,0.9,0.0,1.3,96.3,95.6
Minidoka County,ID,2.3,0.6,0.8,36.0,0.1,1.9,94.2,61.3
Minnehaha County,SD,2.8,2.1,6.1,5.1,0.1,2.5,86.2,82.0
Missaukee County,MI,0.8,0.7,0.6,3.0,0.0,1.7,96.2,93.8
Mississippi County,AR,0.5,0.5,35.6,4.4,0.0,1.6,61.8,58.1
Mississippi County,MO,0.4,0.3,24.8,2.5,0.0,1.4,73.1,71.0
Missoula County,MT,2.7,1.8,0.5,3.4,0.1,3.1,91.7,89.1
Mitchell County,GA,0.6,0.8,48.0,4.8,0.1,1.2,49.3,45.5
Mitchell County,IA,0.2,0.5,0.6,1.7,0.0,0.8,97.9,96.4
Mitchell County,KS,0.5,0.9,0.3,2.7,0.2,1.4,96.7,94.3
Mitchell County,NC,0.9,0.7,0.8,6.2,0.2,1.4,96.0,91.1
Mitchell County,TX,1.8,0.8,12.0,40.6,0.1,2.5,82.8,46.5
Mobile County,AL,0.9,2.1,36.2,3.0,0.0,1.7,59.0,56.5
Modoc County,CA,5.1,1.2,1.4,14.6,0.4,3.7,88.2,77.2
Moffat County,CO,1.5,0.8,0.8,16.2,0.1,2.4,94.4,79.7
Mohave County,AZ,3.0,1.2,1.3,16.9,0.2,2.5,91.7,76.7
Moniteau County,MO,0.4,0.4,4.1,5.3,0.1,1.5,93.4,88.5
Monmouth County,NJ,0.3,5.6,7.5,11.1,0.1,1.8,84.8,75.1
Mono County,CA,2.9,2.6,0.8,26.8,0.4,3.3,90.1,65.8
Monona County,IA,1.5,0.3,0.7,2.2,0.2,1.1,96.1,94.1
Monongalia County,WV,0.2,3.4,3.9,2.2,0.1,2.3,90.2,88.3
Monroe County,AL,1.3,0.5,41.0,1.7,0.0,1.8,55.4,54.1
Monroe County,AR,0.7,0.8,40.2,2.6,-1.0,2.3,56.1,54.3
Monroe County,FL,0.5,1.5,7.1,25.3,0.1,1.8,89.0,65.1
Monroe County,GA,0.3,1.0,22.7,2.4,0.0,1.3,74.6,72.7
Monroe County,IA,0.2,0.4,0.8,2.7,0.0,1.3,97.2,94.8
Monroe County,IL,0.3,0.6,0.4,1.6,0.0,1.0,97.7,96.2
Monroe County,IN,0.3,7.3,3.7,3.6,0.1,2.6,86.0,83.0
Monroe County,KY,0.2,0.3,2.3,3.1,0.0,1.2,96.0,93.2
Monroe County,MI,0.4,0.7,2.7,3.7,0.0,1.9,94.3,91.0
Monroe County,MO,0.6,0.4,2.9,1.7,0.0,2.1,93.9,92.5
Monroe County,MS,0.3,0.3,30.5,1.4,0.0,1.0,68.0,67.0
Monroe County,NY,0.4,3.7,16.2,9.2,0.1,2.7,76.8,70.1
Monroe County,OH,0.2,0.2,0.6,0.8,0.0,1.4,97.6,96.9
Monroe County,PA,0.6,2.7,16.4,17.0,0.1,2.8,77.4,64.5
Monroe County,TN,0.7,0.4,2.2,4.6,0.1,1.8,94.8,90.8
Monroe County,WI,1.5,0.9,1.8,4.9,0.1,1.7,94.0,89.9
Monroe County,WV,0.4,0.2,0.8,1.0,0.0,1.6,97.0,96.2
Montague County,TX,1.4,0.5,0.8,11.2,0.1,1.8,95.4,85.4
Montcalm County,MI,0.6,0.4,2.5,3.6,0.0,1.7,94.8,91.6
Monterey County,CA,2.6,6.7,3.4,59.4,0.6,3.8,82.8,29.4
Montezuma County,CO,14.1,0.7,0.5,12.6,0.1,2.5,82.1,72.1
Montgomery County,AL,0.3,3.3,59.3,3.7,0.1,1.5,35.5,32.7
Montgomery County,AR,1.4,1.3,0.8,4.5,0.0,2.5,94.0,90.4
Montgomery County,GA,0.1,0.6,25.9,7.0,0.0,1.4,71.9,66.1
Montgomery County,IA,0.6,0.4,0.6,4.1,0.1,1.3,97.0,93.3
Montgomery County,IL,0.3,0.5,3.5,1.9,0.0,1.0,94.7,93.0
Montgomery County,IN,0.4,0.9,1.1,4.9,0.0,1.4,96.1,91.6
Montgomery County,KS,3.6,1.0,5.3,7.2,0.1,5.4,84.5,78.7
Montgomery County,KY,0.3,0.5,2.7,2.8,0.1,1.4,95.1,92.8
Montgomery County,MD,0.7,15.6,20.1,20.1,0.1,3.5,60.0,42.9
Montgomery County,MO,0.3,0.5,1.9,2.1,0.1,1.8,95.5,93.6
Montgomery County,MS,0.4,0.8,44.8,1.5,0.0,0.9,53.2,52.2
